project,bug_id,file_name,line_no,rank_best_trace,tie_size_trace,rank_best_slice,tie_size_slice,unanswerable_reason,nearest_line_diff_trace,diff_best_trace,diff_tie_trace,diff_reason_trace,nearest_line_diff_slice,diff_best_slice,diff_tie_slice,diff_reason_slice
JacksonXml,6b,ToXmlGenerator.java,844,None,None,None,None,,-9,301,1034,succeed,-758,5,61,succeed
JacksonXml,6b,ToXmlGenerator.java,845,None,None,None,None,,-10,301,1034,succeed,-759,5,61,succeed
JacksonXml,6b,ToXmlGenerator.java,846,None,None,None,None,,-11,301,1034,succeed,-760,5,61,succeed
JacksonXml,6b,ToXmlGenerator.java,847,None,None,None,None,,-12,301,1034,succeed,-761,5,61,succeed
JacksonXml,6b,ToXmlGenerator.java,848,None,None,None,None,,-13,301,1034,succeed,-762,5,61,succeed
JacksonXml,6b,ToXmlGenerator.java,849,None,None,None,None,,-14,301,1034,succeed,-763,5,61,succeed
JacksonXml,6b,ToXmlGenerator.java,851,None,None,None,None,,-16,301,1034,succeed,-765,5,61,succeed
JacksonXml,6b,ToXmlGenerator.java,866,None,None,None,None,,11,301,1034,succeed,-780,5,61,succeed
JacksonXml,6b,ToXmlGenerator.java,867,None,None,None,None,,10,301,1034,succeed,-781,5,61,succeed
Jsoup,7b,Document.java,5,None,None,None,None,,11,1,1083,succeed,None,None,None,pipeline_gap
Jsoup,7b,Document.java,113,None,None,None,None,,1,1,1083,succeed,None,None,None,pipeline_gap
Jsoup,7b,Document.java,137,None,None,None,None,,4,1,1083,succeed,None,None,None,pipeline_gap
Jsoup,7b,Document.java,138,None,None,None,None,,3,1,1083,succeed,None,None,None,pipeline_gap
Jsoup,6b,Entities.java,70,19,58,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Jsoup,6b,Entities.java,72,19,58,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
